election_date,anc,last_name,first_name,suffix
1988-11-08,1E02,Cobb,Art,
1988-11-08,1E03,Fredette,Judy,
1990-11-06,1E01,Fealing,Ken,
1990-11-06,1E02,Williams,Clifton,
1990-11-06,1E03,Fredette,Judy,
1992-11-03,1E01,Fealing,Ken,
1992-11-03,1E02,Sosa,Patricia M.,
1992-11-03,1E03,Fredette,Judy,
1994-11-08,1E01,Mudd,Steve,
1994-11-08,1E02,Couch,Linda M.,
1994-11-08,1E03,Nicklas,Greg,
1996-11-05,1E01,Zavala,Omar,
1996-11-05,1E02,Rondeau,Jacques,
1996-11-05,1E03,Keller,Keenan,
1998-11-03,1E01,Cuffie,Lester,
1998-11-03,1E02,Rondeau,Jacques,
1998-11-03,1E03,Boatwright,Wes,
2000-11-07,1E01,Shaheen,Chris,
2000-11-07,1E02,Sims,Michael T.,
2000-11-07,1E03,Davidow,Gwen M.,
1979-11-06,1E04,No candidate,,
1979-11-06,1E05,No candidate,,
1979-11-06,1E06,No candidate,,
1981-11-03,1E04,Hazward,Joseph L.,
1981-11-03,1E05,No candidate,,
1981-11-03,1E06,No candidate,,
1984-11-06,1E04,No candidate,,
1984-11-06,1E05,Allen,Stanley,
1984-11-06,1E06,No candidate,,
1986-11-04,1E04,Kelly,Alice,
1986-11-04,1E05,Allen,Stanley,
1986-11-04,1E06,No candidate,,
1988-11-08,1E04,Kelly,Alice,
1988-11-08,1E05,Summers,Amiel,
1988-11-08,1E06,No candidate,,
1990-11-06,1E04,Kelly,Alice,
1990-11-06,1E05,Allen,Stanley,
1990-11-06,1E06,No candidate,,
1992-11-03,1E04,McGovern,"M. ""Stretch""",
1992-11-03,1E05,Allen,Stanley,
1992-11-03,1E06,Fleming,Robert H.,
1994-11-08,1E04,Dougherty,Joseph,
1994-11-08,1E05,Allen,Stanley,
1994-11-08,1E06,Fleming,Robert H.,
1996-11-05,1E04,Cain,Bonnie,
1996-11-05,1E05,Donaldson,Polly,
1996-11-05,1E06,Fleming,Robert H.,
1998-11-03,1E04,Chelius,Michael,
1998-11-03,1E05,Muhammad,Aminyah,
1998-11-03,1E06,Mosley,Bill,
2000-11-07,1E04,Collins,Laurie,
2000-11-07,1E05,Whitman,James N.,
2000-11-07,1E06,Dodd,Desmond,
1979-11-06,2A01,No candidate,,
1979-11-06,2A02,Rigdon,Louis T.,II
1979-11-06,2A03,Tyler,Maria,
1981-11-03,2A01,Norwick,Jonathan H.,
1981-11-03,2A02,Rigdon,Louis T.,II
1981-11-03,2A03,Tyler,Maria,
1984-11-06,2A01,Rosenbaum,Ralph A.,
1984-11-06,2A02,Rigdon,Louis T.,II
1984-11-06,2A03,Tyler,Maria,
1986-11-04,2A01,Rosenbaum,Ralph A.,
1986-11-04,2A02,Clapp,Charles L.,
1986-11-04,2A03,Tyler,Maria,
1988-11-08,2A01,Rosenbaum,Ralph A.,
1988-11-08,2A02,Clapp,Charles L.,
1988-11-08,2A03,Tyler,Maria,
1990-11-06,2A01,Swift,Jean E.,
1990-11-06,2A02,Clapp,Charles L.,
1990-11-06,2A03,Tyler,Maria,
1992-11-03,2A01,Swift,Jean E.,
1992-11-03,2A02,Lamb,Christopher C.,
1992-11-03,2A03,Tyler,Maria,
1994-11-08,2A01,Swift,Jean E.,
1994-11-08,2A02,Geroe,Michael R.,
1994-11-08,2A03,Tyler,Maria,
1996-11-05,2A01,Swift,Jean E.,
1996-11-05,2A02,Geroe,Michael R.,
1996-11-05,2A03,Tyler,Maria,
1998-11-03,2A01,Sheehey,Richard,
1998-11-03,2A02,Price,Richard J.,
1998-11-03,2A03,Tyler,Maria,
2000-11-07,2A01,Elliott,Elizabeth B.,
2000-11-07,2A02,Price,Richard J.,
2000-11-07,2A03,Tyler,Maria,
2002-11-05,2A01,Lehrman,David,
2002-11-05,2A02,Price,Richard J.,
2002-11-05,2A03,Tyler,Maria,
2004-11-02,2A01,Lehrman,David,
2004-11-02,2A02,Price,Richard J.,
2004-11-02,2A03,Savage,Anne,
2006-11-07,2A01,Lehrman,David,
2006-11-07,2A02,Thomas,Michael,
2006-11-07,2A03,Corson,Asher,
2008-11-04,2A01,Lehrman,David M.,
2008-11-04,2A02,Coder,Rebecca K.,
2008-11-04,2A03,Corson,Asher,
2010-11-02,2A01,Lehrman,David M.,
2010-11-02,2A02,Coder,Rebecca K.,
2010-11-02,2A03,Corson,Asher,
2012-11-06,2A01,Kennedy,Patrick,
2012-11-06,2A02,Coder,Rebecca,
2012-11-06,2A03,Corson,Asher,
1979-11-06,2A04,Feldman,Howard,
1979-11-06,2A05,Levy,Steve,
1979-11-06,2A06,Molinelli,James J.,
1981-11-03,2A04,Starr,Geoffrey F.,
1981-11-03,2A05,Levy,Steve,
1981-11-03,2A06,Molinelli,James J.,
1984-11-06,2A04,Starr,Geoffrey F.,
1984-11-06,2A05,Levy,Steve,
1984-11-06,2A06,Schumacher,Sue B.,
1986-11-04,2A04,No candidate,,
1986-11-04,2A05,Striner,Richard,
1986-11-04,2A06,Schumacher,Sue B.,
1988-11-08,2A04,Palco,Richard J.,
1988-11-08,2A05,Sklover,Beverly,
1988-11-08,2A06,Schumacher,Sue B.,
1990-11-06,2A04,Austin,Robb,
1990-11-06,2A05,Kelly,Edward,
1990-11-06,2A06,Maddux,Sara,
1992-11-03,2A04,Lauda,Ramona Maria,
1992-11-03,2A05,Kelly,Edward T.,
1992-11-03,2A06,Maddux,Sara,
1994-11-08,2A04,Barnhard,Dale W.,
1994-11-08,2A05,Miller,Dorothy,
1994-11-08,2A06,Maddux,Sara,
1996-11-05,2A04,Mozer,Bernard,
1996-11-05,2A05,Miller,Dorothy,
1996-11-05,2A06,Maddux,Sara,
1998-11-03,2A04,Spillinger,Barbara,
1998-11-03,2A05,Miller,Dorothy,
1998-11-03,2A06,Mandelbaum,Steven J.,
2000-11-07,2A04,Patterson,James E.,
2000-11-07,2A05,Miller,Dorothy,
2000-11-07,2A06,Marootian,Jeff,
2002-11-05,2A04,Lewis,James W.,
2002-11-05,2A05,Miller,Dorothy,
2002-11-05,2A06,Singer,Joshua,
2004-11-02,2A04,Morris,James M.,
2004-11-02,2A05,Miller,Dorothy,
2004-11-02,2A06,Micone,Vince,
2006-11-07,2A04,Binder,Jeff,
2006-11-07,2A05,Miller,Dorothy,
2006-11-07,2A06,Micone,Vince,
2008-11-04,2A04,Irizarry,Armando,
2008-11-04,2A05,Malinen,Eric,
2008-11-04,2A06,Harmon,Florence E.,
2010-11-02,2A04,Irizarry,Armando,
2010-11-02,2A05,Malinen,Eric,
2010-11-02,2A06,Harmon,Florence E.,
2012-11-06,2A04,Irizarry,Armando,
2012-11-06,2A05,Galka,Graham Michael,
2012-11-06,2A06,Harmon,Florence,
2012-11-06,2A07,Carnes,Jackson,
2012-11-06,2A08,Sacco,Peter E.,
1979-11-06,2B01,No candidate,,
1979-11-06,2B02,Middleton,William,Jr
1979-11-06,2B03,Oliver,James H.,
1981-11-03,2B01,No candidate,,
1981-11-03,2B02,No candidate,,
1981-11-03,2B03,Nelson,George,
1984-11-06,2B01,Middleton,William G.,
1984-11-06,2B02,Ray,Kathryn C.,
1984-11-06,2B03,Meehan,Susan W. B.,
1986-11-04,2B01,Grandis,Ed,
1986-11-04,2B02,Schwartz,Bella,
1986-11-04,2B03,Rieffel,Alexis,
1988-11-08,2B01,Grandis,Ed,
1988-11-08,2B02,Pitsor,Kyle,
1988-11-08,2B03,Rieffel,Alexis,
1990-11-06,2B01,Grandis,Ed,
1990-11-06,2B02,Moses,Doreen,
1990-11-06,2B03,Rieffel,Alexis,
1992-11-03,2B01,Ray,Larry,
1992-11-03,2B02,Pagano,John,
1992-11-03,2B03,Shannon,Martha T.,
1994-11-08,2B01,Haransky,Brad,
1994-11-08,2B02,Smith,Stephen J.,
1994-11-08,2B03,Heller,Jonathan,
1996-11-05,2B01,McRaney,Laine,
1996-11-05,2B02,Angle,Stephan,
1996-11-05,2B03,Cary,Fran,
1998-11-03,2B01,King,David R.,
1998-11-03,2B02,Rosenthal,Karen D.,
1998-11-03,2B03,Cary,Fran,
2000-11-07,2B01,Chaplain,Norma Zane,
2000-11-07,2B02,Micone,Vince,
2000-11-07,2B03,Jolliffe,David R.,
2002-11-05,2B01,Halligan,Rob,
2002-11-05,2B02,Micone,Vince,
2002-11-05,2B03,Meehan,Bob,
2004-11-02,2B01,Halligan,Rob,
2004-11-02,2B02,Robinson,Karyn-Siobhan,
2004-11-02,2B03,Meehan,Bob,
2006-11-07,2B01,Farrar,Curtis,
2006-11-07,2B02,Branton,Brian,
2006-11-07,2B03,Meehan,Bob,
2008-11-04,2B01,Feldstein,Michael,
2008-11-04,2B02,Hewitt,William E. M.,
2008-11-04,2B03,Meehan,Bob,
2010-11-02,2B01,Feldstein,Michael,
2010-11-02,2B02,O'Connor,Kevin,
2010-11-02,2B03,Meehan,Bob,
2012-11-06,2B01,Feldstein,Mike,
2012-11-06,2B02,O'Connor,Kevin,
2012-11-06,2B03,Maltz,Stephanie,
1979-11-06,2B04,No candidate,,
1979-11-06,2B05,Meehan,Susan W. B.,
1979-11-06,2B06,Bristol,Ralph,
1981-11-03,2B04,No candidate,,
1981-11-03,2B05,Meehan,Susan W. B.,
1981-11-03,2B06,Bristol,Ralph,
1984-11-06,2B04,Maxwell,David A.,
1984-11-06,2B05,Bristol,Ralph,
1984-11-06,2B06,Hackett,John F.,
1986-11-04,2B04,Maxwell,David A.,
1986-11-04,2B05,Bass,Dennis,
1986-11-04,2B06,Welles,Marilyn T.,
1988-11-08,2B04,Gaulger,Dennis E.,
1988-11-08,2B05,Bass,Dennis,
1988-11-08,2B06,Maggi,David,
1990-11-06,2B04,Gaulger,Dennis E.,
1990-11-06,2B05,Bass,Dennis,
1990-11-06,2B06,Taylor,Pamela,
1992-11-03,2B04,Bass,Dennis,
1992-11-03,2B05,Gamble,Russell,
1992-11-03,2B06,Taylor,Pamela,
1994-11-08,2B04,Bass,Dennis,
1994-11-08,2B05,Wemple,Erik,
1994-11-08,2B06,Fernandez,Henry L.,
1996-11-05,2B04,Jackson,Donald J.,
1996-11-05,2B05,DeHart,Meredith,
1996-11-05,2B06,Fernandez,Henry L.,
1998-11-03,2B04,Jackson,Donald J.,
1998-11-03,2B05,DeHart,Meredith,
1998-11-03,2B06,Newton,Marilyn S.,
2000-11-07,2B04,Hopp,Jeff,
2000-11-07,2B05,Damron,Doug,
2000-11-07,2B06,Newton,Marilyn S.,
2002-11-05,2B04,Bowie,Darren A.,
2002-11-05,2B05,Mitten,Carol,
2002-11-05,2B06,Dwyer,Stuart A.,
2004-11-02,2B04,Bowie,Darren A.,
2004-11-02,2B05,Bjorge,Mark,
2004-11-02,2B06,Silverstein,Myron,
2006-11-07,2B04,Butler,Ryan,
2006-11-07,2B05,Bjorge,Mark,
2006-11-07,2B06,Silverstein,Mike,
2008-11-04,2B04,Jacobson,Jack,
2008-11-04,2B05,Wexler,Victor,
2008-11-04,2B06,Silverstein,Mike,
2010-11-02,2B04,Jocobson,Jack,
2010-11-02,2B05,Wexler,Victor,
2010-11-02,2B06,Silverstein,Mike,
2012-11-06,2B04,Putta,Kishan,
2012-11-06,2B05,No candidate,,
2012-11-06,2B06,Silverstein,Mike,
1979-11-06,2B07,Rothschild,Ken,
1981-11-03,2B07,Rothschild,Ken,
1984-11-06,2B07,Schnager,Renee,
1986-11-04,2B07,Schnager,Renee,
1988-11-08,2B07,Evans,Jack,
1990-11-06,2B07,Evans,Jack,
1992-11-03,2B07,Holmes,Dennis,
1994-11-08,2B07,Pitsor,Kyle,
1996-11-05,2B07,Pitsor,Kyle,
1998-11-03,2B07,Pitsor,Kyle,
2000-11-07,2B07,Morgan,Irv,
2002-11-05,2B07,Morgan,Irv,
2002-11-05,2B08,Giese,Scott Major,
2002-11-05,2B09,Estrada,Ramon,
2004-11-02,2B07,Movahedi,Babak,
2004-11-02,2B08,Klempay,Peter,
2004-11-02,2B09,Estrada,Ramon,
2006-11-07,2B07,Carney,Phil,
2006-11-07,2B08,Johnson,Douglas F.,
2006-11-07,2B09,Estrada,Ramon,
2008-11-04,2B07,Carney,Phil,
2008-11-04,2B08,Stephens,Will,
2008-11-04,2B09,Estrada,Ramon,
2010-11-02,2B07,Carney,Phil,
2010-11-02,2B08,Stephens,Will,
2010-11-02,2B09,Estrada,Ramon,
2012-11-06,2B07,Dwyer,Leo,
2012-11-06,2B08,Stephens,Will,
2012-11-06,2B09,Smith,Noah,
1979-11-06,2C01,Mason,Charles F.,
1979-11-06,2C02,No candidate,,
1979-11-06,2C03,No candidate,,
1981-11-03,2C01,No candidate,,
1981-11-03,2C02,Brooks,Elmer J.,
1981-11-03,2C03,Orr,James F.,
1984-11-06,2C01,Glover,Richard W.,
1984-11-06,2C02,Perkins,Louis Raymond,
1984-11-06,2C03,Moss,Marvin F.,
1986-11-04,2C01,Grissom,Felix,
1986-11-04,2C02,Lauder,Ruth,
1986-11-04,2C03,Jones,Arlethia B.,
1988-11-08,2C01,Fleck,Susan,
1988-11-08,2C02,Ebel,Robert,
1988-11-08,2C03,Brandon,Jim,
1990-11-06,2C01,Sternlier,Joe,
1990-11-06,2C02,Ebel,Robert,
1990-11-06,2C03,Brandon,Jim,
1992-11-03,2C01,Davis,Norma E.,
1992-11-03,2C02,Thorpe,Leroy J.,Jr
1992-11-03,2C03,Brooks,Doris L.,
1994-11-08,2C01,Davis,Norma E.,
1994-11-08,2C02,Thorpe,Leroy J.,Jr
1994-11-08,2C03,Brooks,Doris L.,
1996-11-05,2C01,Davis,Norma E.,
1996-11-05,2C02,Thorpe,Leroy J.,Jr
1996-11-05,2C03,Brooks,Doris L.,
1998-11-03,2C01,Davis,Norma E.,
1998-11-03,2C02,Thorpe,Leroy J.,Jr
1998-11-03,2C03,Brooks,Doris L.,
2000-11-07,2C01,Padro,Alexander M.,
2000-11-07,2C02,Thorpe,Leroy J.,Jr
2000-11-07,2C03,Brooks,Doris L.,
2002-11-05,2C01,Padro,Alexander M.,
2002-11-05,2C02,Thorpe,Leroy J.,Jr
2002-11-05,2C03,Brooks,Doris L.,
2004-11-02,2C01,Padro,Alexander M.,
2004-11-02,2C02,Thorpe,Leroy J.,Jr
2004-11-02,2C03,Brooks,Doris L.,
2006-11-07,2C01,Padro,Alexander M.,
2006-11-07,2C02,Chapple,Kevin,
2006-11-07,2C03,Brooks,Doris L.,
2008-11-04,2C01,Padro,Alexander M.,
2008-11-04,2C02,Chapple,Kevin,
2008-11-04,2C03,Brooks,Doris L.,
2010-11-02,2C01,Padro,Alexander M.,
2010-11-02,2C02,Chapple,Kevin,
2010-11-02,2C03,Brooks,Doris L.,
2012-11-06,2C01,Tinpe,John,
2012-11-06,2C02,Closter,Harold A.,
2012-11-06,2C03,Wilsey,Kevin,
1979-11-06,2C04,No candidate,,
1979-11-06,2C05,Edwards,Millie L.,
1979-11-06,2C06,No candidate,,
1981-11-03,2C04,Perkins,Louis Raymond,
1981-11-03,2C05,Edwards,Millie L.,
1981-11-03,2C06,Johnson,Lorraine J.,
1984-11-06,2C04,Edwards,Millie L.,
1984-11-06,2C05,No candidate,,
1984-11-06,2C06,No candidate,,
1986-11-04,2C04,Edwards,Millie L.,
1986-11-04,2C05,Carter,Bob,
1986-11-04,2C06,Evans,Jack E.,Jr
1988-11-08,2C04,Ludlum,Steve,
1988-11-08,2C05,Richardson,Charles,
1988-11-08,2C06,Carr,Michael,
1990-11-06,2C04,Fanning,John J.,Jr
1990-11-06,2C05,McDowney,Daniel,
1990-11-06,2C06,Sykes,Meryl L.,
1992-11-03,2C04,Williams,Earnest C.,
1992-11-03,2C05,Thomas,Lawrence L.,
1992-11-03,2C06,Munlyn,Alverta H.,
1994-11-08,2C04,Henighan,Torrence S.,
1994-11-08,2C05,Thomas,Lawrence L.,
1994-11-08,2C06,Wilson,Sallie K.,
1996-11-05,2C04,Colbert,Brenda D.,
1996-11-05,2C05,Thomas,Lawrence L.,
1996-11-05,2C06,Rahman,Muhammad A.,
1998-11-03,2C04,Goring,Lydia,
1998-11-03,2C05,Thomas,Lawrence L.,
1998-11-03,2C06,Estes,Beverly,
2000-11-07,2C04,Goring,Lydia,
2000-11-07,2C05,Thomas,Lawrence L.,
2000-11-07,2C06,Holbrook-Jones,Darlene,
2002-11-05,2C04,Goring,Lydia,
2004-11-02,2C04,Curtis,Barbara A.,
2006-11-07,2C04,Curtis,Barbara A.,
2008-11-04,2C04,Sule,Theresa,
2010-11-02,2C04,Nigro,Rachelle P.,
1979-11-06,2C07,Carter,Bob,
1979-11-06,2C08,No candidate,,
1979-11-06,2C09,Carter,Naomi B.,
1981-11-03,2C07,Raycrow,Mary L.,
1981-11-03,2C08,No candidate,,
1981-11-03,2C09,Cooper,Margaret B.,
1984-11-06,2C07,Cooper,Margaret B.,
1984-11-06,2C08,Henderson,Jeffrey B.,
1984-11-06,2C09,Green,Sterling,
1986-11-04,2C07,No candidate,,
1986-11-04,2C08,Blakeslee,Elizabeth,
1986-11-04,2C09,No candidate,,
1988-11-08,2C07,Thorpe,Leroy J.,Jr
1988-11-08,2C08,Blakeslee,Elizabeth,
1988-11-08,2C09,Whitten,Harold L.,
1990-11-06,2C07,Thorpe,Leroy J.,Jr
1990-11-06,2C08,Blakeslee,Elizabeth,
1990-11-06,2C09,Brooks,Doris L.,
1979-11-06,2C10,No candidate,,
1979-11-06,2C11,No candidate,,
1979-11-06,2C12,No candidate,,
1981-11-03,2C10,Bartlett,Al,
1981-11-03,2C11,Green,Sterling,
1981-11-03,2C12,Zimmerman,Daniel E.,
1984-11-06,2C10,Washington,Debbie,
1984-11-06,2C11,Williams,Earnest C.,
1984-11-06,2C12,Jones,Elaine G.,
1986-11-04,2C10,Martin,Clarene,
1986-11-04,2C11,Williams,Earnest C.,
1986-11-04,2C12,Thomas,Lawrence L.,
1988-11-08,2C10,Martin,Clarene,
1988-11-08,2C11,Williams,Earnest C.,
1988-11-08,2C12,Thomas,Lawrence L.,
1990-11-06,2C10,Speaks,William R.,
1990-11-06,2C11,Williams,Earnest C.,
1990-11-06,2C12,Thomas,Lawrence L.,
1979-11-06,2C13,No candidate,,
1979-11-06,2C14,No candidate,,
1979-11-06,2C15,Thomas,Audrey C.,
1981-11-03,2C13,Fields,Sam,
1981-11-03,2C14,No candidate,,
1981-11-03,2C15,Thomas,Audrey C.,
1984-11-06,2C13,No candidate,,
1984-11-06,2C14,Murray,David C.,
1984-11-06,2C15,No candidate,,
1986-11-04,2C13,No candidate,,
1986-11-04,2C14,Bynum,William B.,
1986-11-04,2C15,Bass,Linda E.,
1988-11-08,2C13,Munlyn,Alverta,
1988-11-08,2C14,Bynum,William B.,
1988-11-08,2C15,Boyd-White,Mozelle,
1990-11-06,2C13,Munlyn,Alverta,
1990-11-06,2C14,Tate,Tyrone,
1990-11-06,2C15,Boyd-White,Mozelle,
1979-11-06,2C16,Henderson,Helena,
1979-11-06,2C17,Wills,Linda E.,
1979-11-06,2C18,No candidate,,
1981-11-03,2C16,No candidate,,
1981-11-03,2C17,Murray,David,
1981-11-03,2C18,Nunley,Don,
1984-11-06,2C16,Waddy,Clifford W.,
1986-11-04,2C16,Waddy,Clifford W.,
1988-11-08,2C16,Waddy,Clifford W.,
1990-11-06,2C16,Waddy,Clifford W.,
1979-11-06,2C19,Richardson,Charles,
1979-11-06,2D01,Reeves,Willie L.,Jr
1979-11-06,2D02,Hargrave,Charles W.,
1981-11-03,2C19,Richardson,Charles,
1981-11-03,2D01,No candidate,,
1981-11-03,2D02,Hargrave,Charles W.,
1984-11-06,2D01,Reeves,Willie L.,Jr
1984-11-06,2D02,Anderson,Aquanetta,
1986-11-04,2D01,Reeves,Willie L.,Jr
1986-11-04,2D02,Alexander,Mark C.,
1988-11-08,2D01,Reeves,Willie L.,Jr
1988-11-08,2D02,Fleming,Carolyn A.,
1990-11-06,2D01,Reeves,Willie L.,Jr
1990-11-06,2D02,Hargrave,Charles W.,
1992-11-03,2D01,Westbrook,Richard S.,
1992-11-03,2D02,Hargrave,Charles W.,
1994-11-08,2D01,Westbrook,Richard S.,
1994-11-08,2D02,Hargrave,Charles W.,
1996-11-05,2D01,Westbrook,Richard S.,
1996-11-05,2D02,Holmes,George E.,
1998-11-03,2D01,Westbrook,Richard S.,
1998-11-03,2D02,Folescu,Roxana E.,
2000-11-07,2D01,Westbrook,Richard S.,
2000-11-07,2D02,Saccente,Trevor J.,
2002-11-05,2D01,Perlmutter,Sandra,
2002-11-05,2D02,Candon,MaryEva,
2004-11-02,2D01,Perlmutter,Sandra,
2004-11-02,2D02,Candon,MaryEva,
2006-11-07,2D01,Perlmutter,Sandra,
2006-11-07,2D02,Candon,MaryEva,
2008-11-04,2D01,Greenwald,Dana S.,
2008-11-04,2D02,Candon,MaryEva,
2010-11-02,2D01,Bender,David R.,
2010-11-02,2D02,Lamar,Eric,
2012-11-06,2D01,Bender,David R.,
2012-11-06,2D02,Lamar,Eric,
1979-11-06,2D03,No candidate,,
1979-11-06,2D04,No candidate,,
1979-11-06,2D05,Williams,Ethel James,
1981-11-03,2D03,No candidate,,
1981-11-03,2D04,Moore,Brian P.,
1981-11-03,2D05,Williams,Ethel James,
1984-11-06,2D03,Dean,Shirley Y.,
1984-11-06,2D04,No candidate,,
1984-11-06,2D05,Britt,Ron,
1986-11-04,2D03,Spivey,Rita,
1986-11-04,2D04,Key,Evelyn,
1986-11-04,2D05,Harris,Marion H.,
1988-11-08,2D03,Smallwood,Constance,
1988-11-08,2D04,Green,Clarence,
1988-11-08,2D05,Eckles,Linda S.,
1990-11-06,2D03,Brown,Reva M.,
1990-11-06,2D04,Peaks,Mary E.,
1990-11-06,2D05,Eckles,Linda S.,
1992-11-03,2D03,Coles,Alphonso C.,
1992-11-03,2D04,Eckles,Le S.,
1992-11-03,2D05,Reeves,Loretta L.,
1994-11-08,2D03,Cassidy,Toni,
1994-11-08,2D04,Eckles,Le S.,
1994-11-08,2D05,Reeves,Loretta L.,
1996-11-05,2D03,Cassidy,Toni,
1996-11-05,2D04,Eckles,Linda S.,
1996-11-05,2D05,Moffatt,Roger,
1998-11-03,2D03,Cassidy,Toni,
1998-11-03,2D04,Litsky,Andy,
1998-11-03,2D05,Moffatt,Roger,
2000-11-07,2D03,Mapp,H. Anthony,
2000-11-07,2D04,Litsky,Andy,
2000-11-07,2D05,Moffatt,Roger,
1979-11-06,2D06,No candidate,,
1979-11-06,2D07,Green,Clarence,
1979-11-06,2D08,Brim,Wilbert W.,
1981-11-03,2D06,Green,Clarence,
1981-11-03,2D07,No candidate,,
1981-11-03,2D08,Smallwood,Constance J.,
1984-11-06,2D06,Foley,Michael D.,
1984-11-06,2D07,Johnson,Lavonnia D.,
1984-11-06,2D08,No candidate,,
1986-11-04,2D06,Reeves,L. La-Verne,
1986-11-04,2D07,Johnson,Lavonnia D.,
1986-11-04,2D08,Springfield,Marti J.,
1988-11-08,2D06,Reeves,L. La-Verne,
1988-11-08,2D07,Johnson,L. Bonnie,
1988-11-08,2D08,Mathews,Bernadette,
1990-11-06,2D06,Reeves,L. La-Verne,
1990-11-06,2D07,No candidate,,
1990-11-06,2D08,Dunbar,Robert L.,
1992-11-03,2D06,Dunbar,Robert L.,
1994-11-08,2D06,Jones,Judith A.,
1996-11-05,2D06,Hamilton,Gloria J.,
1998-11-03,2D06,Hamilton,Gloria J.,
2000-11-07,2D06,Assalaam,Ahmed,
1984-11-06,2E01,Polk,Donald E.,
1984-11-06,2E02,Meng,Charles F.,
1984-11-06,2E03,Pauley,Roger A.,
1986-11-04,2E01,Quirk,Rory F.,
1986-11-04,2E02,Kilpatrick,Jeffrey J.,
1986-11-04,2E03,Pauley,Roger A.,
1988-11-08,2E01,Quirk,Rory F.,
1988-11-08,2E02,Bateman,Grace,
1988-11-08,2E03,Kent,Kara,
1990-11-06,2E01,McDermid,West,
1990-11-06,2E02,Bateman,Grace,
1990-11-06,2E03,Kent,Kara,
1992-11-03,2E01,Sawaya,Dianne,
1992-11-03,2E02,Turner,Oscar,
1992-11-03,2E03,Jacobs,Theodore J.,
1994-11-08,2E01,Dollenmayer,Judith A.,
1994-11-08,2E02,Harrington,Brian P.,
1994-11-08,2E03,Jacobs,Theodore J.,
1996-11-05,2E01,Dollenmayer,Judith A.,
1996-11-05,2E02,Goldstein,Fran,
1996-11-05,2E03,Sinderbrand,Rebecca,
1998-11-03,2E01,Polk,H. Scott,
1998-11-03,2E02,Goldstein,Fran,
1998-11-03,2E03,Pulsifer,Peter,
2000-11-07,2E01,Polk,H. Scott,
2000-11-07,2E02,Levine,Len,
2000-11-07,2E03,Pulsifer,Peter,
2002-11-05,2E01,Levine,Len,
2002-11-05,2E02,Hurdle,Jason,
2002-11-05,2E03,Skelsey,William,
2004-11-02,2E01,Solomon,Ed,
2004-11-02,2E02,Lever,John,
2004-11-02,2E03,Skelsey,William,
2006-11-07,2E01,Solomon,Ed,
2006-11-07,2E02,Lewis,Ron,
2006-11-07,2E03,Skelsey,William,
2008-11-04,2E01,Solomon,Ed,
2008-11-04,2E02,Lewis,Ron,
2008-11-04,2E03,Skelsey,Bill,
2010-11-02,2E01,Solomon,Ed,
2010-11-02,2E02,Lewis,Ron,
2010-11-02,2E03,Jones,Jeffrey,
2012-11-06,2E01,Solomon,Ed,
2012-11-06,2E02,Lewis,Ron,
2012-11-06,2E03,Jones,Jeffrey,
1984-11-06,2E04,Shannon,Isabel N.,
1984-11-06,2E05,Cochran,William A.,
1984-11-06,2E06,Wagley,John R.,
1986-11-04,2E04,Shannon,Isabel N.,
1986-11-04,2E05,Schafer,John H.,
1986-11-04,2E06,Wagley,John R.,
1988-11-08,2E04,McCarthy,Jim,
1988-11-08,2E05,Browne,Ray,
1988-11-08,2E06,Wagley,John R.,
1990-11-06,2E04,Goodrich-Mahoney,Jill L.,
1990-11-06,2E05,McGreevey,William,
1990-11-06,2E06,Firestone,Myrna,
1992-11-03,2E04,McDermid,Westy,
1992-11-03,2E05,Hesse,Cara A.,
1992-11-03,2E06,Schwartz,Edward B.,
1994-11-08,2E04,McDermid,Westy,
1994-11-08,2E05,Jost,Beverly,
1994-11-08,2E06,McFarlane,Jonda R.,
1996-11-05,2E04,Byrd,Westy,
1996-11-05,2E05,Fogarty,James L.,
1996-11-05,2E06,McFarlane,Jonda R.,
1998-11-03,2E04,Zartman,Barbara,
1998-11-03,2E05,Payne,Matt,
1998-11-03,2E06,McFarlane,Jonda R.,
2000-11-07,2E04,Kopa,Justin,
2000-11-07,2E05,Wagner,Justin R.,
2000-11-07,2E06,Starrels,Bill,
2002-11-05,2E04,Glick,Micharl,
2002-11-05,2E05,Starrels,Bill,
2002-11-05,2E06,Birch,Tom,
2004-11-02,2E04,Clements,Brett F.,
2004-11-02,2E05,Starrels,Bill,
2004-11-02,2E06,Moore,Pam,
2006-11-07,2E04,Lowenstein,Jenna,
2006-11-07,2E05,Starrels,Bill,
2006-11-07,2E06,Birch,Tom,
2008-11-04,2E04,Golds,Aaron L.,
2008-11-04,2E05,Starrels,Bill,
2008-11-04,2E06,Birch,Tom,
2010-11-02,2E04,Sticka,Jake Gregory,
2010-11-02,2E05,Starrels,Bill,
2010-11-02,2E06,Birch,Tom,
2012-11-06,2E04,Cassey,Craig,Jr
2012-11-06,2E05,Starrels,Bill,
2012-11-06,2E06,Birch,Tom,
1992-11-03,2E07,Firestone,Myrna,
1992-11-03,2E08,Beatty,Barbara,
1992-11-03,2F01,Fanning,John,
1994-11-08,2E07,Johnston,Rod,
1994-11-08,2E08,Davitan,Craig,
1994-11-08,2F01,Young,Christine L.,
1996-11-05,2E07,Anthony,Cynthia M.,
1996-11-05,2E08,Davitan,Craig,
1996-11-05,2F01,Young,Chris,
1998-11-03,2E07,Schultz,Art,
1998-11-03,2E08,Ryan,Mark P.,
